legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib
Comitato diocesano per l’azione cattolica di Trento,,,corporateBody,,,"Comitato diocesano per l’azione cattolica di Trento, Trento, 1898 - 1924",SIUSA,1898,1924 mag 15,,,Sede,Trento,Sede,Trento,,privato,ente e associazione della chiesa cattolica,,,ca-522519,Chiesa cattolica,"I fondi Comitato diocesano per l’azione cattolica (1898 - 1924) e Azione Cattolica Italiana - sezione diocesana di Trento (1924-1969) dell’Archivio Diocesano di Trento. Inventario, a cura di G. CHIRONI, Trento, Provincia autonoma di Trento Soprintendenza per i beni librari, archivistici e archeologici, 2010, 21-48"
"Comitato diocesano per l’azione cattolica di Trento, Trento, 1898 - 1924",,,corporateBody,,,"Comitato diocesano per l’azione cattolica di Trento, Trento, 1898 - 1924",SIUSA,1898,1924 mag 15,,,Sede,Trento,Sede,Trento,,privato,ente e associazione della chiesa cattolica,,,ca-522519,Chiesa cattolica,"I fondi Comitato diocesano per l’azione cattolica (1898 - 1924) e Azione Cattolica Italiana - sezione diocesana di Trento (1924-1969) dell’Archivio Diocesano di Trento. Inventario, a cura di G. CHIRONI, Trento, Provincia autonoma di Trento Soprintendenza per i beni librari, archivistici e archeologici, 2010, 21-48"
Azione cattolica italiana - ACI. Giunta diocesana della sezione di Trento,,,corporateBody,,,"Azione cattolica italiana - ACI. Giunta diocesana della sezione di Trento, Trento, 1924 -",SIUSA,1924 mag 15,,,,Sede,Trento,Sede,Trento,,privato,ente e associazione della chiesa cattolica,,,ca-522520,Chiesa cattolica,"I fondi Comitato diocesano per l’azione cattolica (1898 - 1924) e Azione Cattolica Italiana - sezione diocesana di Trento (1924-1969) dell’Archivio Diocesano di Trento. Inventario, a cura di G. CHIRONI, Trento, Provincia autonoma di Trento Soprintendenza per i beni librari, archivistici e archeologici, 2010, 97-106"
Azione cattolica italiana - ACI. Giunta diocesana della sezione di Trento,,,corporateBody,,,"Azione cattolica italiana - ACI. Giunta diocesana della sezione di Trento, Trento, 1924 -",SIUSA,1924 mag 15,,,,Sede,Trento,Sede,Trento,,privato,ente e associazione della chiesa cattolica,,,ca-522520,Chiesa cattolica,"I fondi Comitato diocesano per l’azione cattolica (1898 - 1924) e Azione Cattolica Italiana - sezione diocesana di Trento (1924-1969) dell’Archivio Diocesano di Trento. Inventario, a cura di G. CHIRONI, Trento, Provincia autonoma di Trento Soprintendenza per i beni librari, archivistici e archeologici, 2010, 97-106"
"Azione cattolica italiana - ACI. Giunta diocesana della sezione di Trento, Trento, 1924 -",,,corporateBody,,,"Azione cattolica italiana - ACI. Giunta diocesana della sezione di Trento, Trento, 1924 -",SIUSA,1924 mag 15,,,,Sede,Trento,Sede,Trento,,privato,ente e associazione della chiesa cattolica,,,ca-522520,Chiesa cattolica,"I fondi Comitato diocesano per l’azione cattolica (1898 - 1924) e Azione Cattolica Italiana - sezione diocesana di Trento (1924-1969) dell’Archivio Diocesano di Trento. Inventario, a cura di G. CHIRONI, Trento, Provincia autonoma di Trento Soprintendenza per i beni librari, archivistici e archeologici, 2010, 97-106"
Magnifica Comunità di Fiemme,,,corporateBody,,,"Magnifica Comunità di Fiemme, Cavalese (Trento), 1111 -",SIUSA,1111,,,,Sede,Cavalese (Trento),Sede,Cavalese (Trento),,pubblico,ente funzionale territoriale,,,ca-522553,Enti pubblici locali e territoriali,"Magnifica Comunità di Fiemme. Inventario dell’archivio (1234 - 1945), a cura di M. BONAZZA - R. TAIANI, Trento, Provincia autonoma di Trento. Servizio beni librari e archivistici - Magnifica Comunità di Fiemme, 1999"
Magnifica Comunità di Fiemme,,,corporateBody,,,"Magnifica Comunità di Fiemme, Cavalese (Trento), 1111 -",SIUSA,1111,,,,Sede,Cavalese (Trento),Sede,Cavalese (Trento),,pubblico,ente funzionale territoriale,,,ca-522553,Enti pubblici locali e territoriali,"Magnifica Comunità di Fiemme. Inventario dell’archivio (1234 - 1945), a cura di M. BONAZZA - R. TAIANI, Trento, Provincia autonoma di Trento. Servizio beni librari e archivistici - Magnifica Comunità di Fiemme, 1999"
"Magnifica Comunità di Fiemme, Cavalese (Trento), 1111 -",,,corporateBody,,,"Magnifica Comunità di Fiemme, Cavalese (Trento), 1111 -",SIUSA,1111,,,,Sede,Cavalese (Trento),Sede,Cavalese (Trento),,pubblico,ente funzionale territoriale,,,ca-522553,Enti pubblici locali e territoriali,"Magnifica Comunità di Fiemme. Inventario dell’archivio (1234 - 1945), a cura di M. BONAZZA - R. TAIANI, Trento, Provincia autonoma di Trento. Servizio beni librari e archivistici - Magnifica Comunità di Fiemme, 1999"
Magnifica Comunità di Fiemme,,,corporateBody,,,"Magnifica Comunità di Fiemme, Cavalese (Trento), 1111 -",SIUSA,1111,,,,Sede,Cavalese (Trento),Sede,Cavalese (Trento),,pubblico,ente funzionale territoriale,,,ca-522553,Enti pubblici locali e territoriali,"Magnifica Comunità di Fiemme. Inventario dell’archivio (1234 - 1945), a cura di M. BONAZZA - R. TAIANI, Trento, Provincia autonoma di Trento. Servizio beni librari e archivistici - Magnifica Comunità di Fiemme, 1999"
Magnifica Comunità di Fiemme,,,corporateBody,,,"Magnifica Comunità di Fiemme, Cavalese (Trento), 1111 -",SIUSA,1111,,,,Sede,Cavalese (Trento),Sede,Cavalese (Trento),,pubblico,preunitario,,,ca-522553,Enti pubblici locali e territoriali,"Magnifica Comunità di Fiemme. Inventario dell’archivio (1234 - 1945), a cura di M. BONAZZA - R. TAIANI, Trento, Provincia autonoma di Trento. Servizio beni librari e archivistici - Magnifica Comunità di Fiemme, 1999"
Seminario maggiore arcivescovile di Trento,Seminario degli alunni,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
Seminario maggiore arcivescovile di Trento,Seminario degli alunni,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",Seminario degli alunni,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
Seminario degli alunni,Seminario degli alunni,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
Seminario teologico,Seminario degli alunni,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
Seminario maggiore arcivescovile di Trento,Seminario degli alunni,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
Seminario maggiore arcivescovile di Trento,Seminario teologico,,corporateBody,,,"Seminario maggiore arcivescovile di Trento, Trento, 1593 -",SIUSA,1593,,,,Sede,Trento,Sede,Trento,,enti di culto,ente e associazione della chiesa cattolica,,,ca-522554,Chiesa cattolica,
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Ettore,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di morte,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Roma,luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di morte,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Roma,"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Fotografia,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Tolomei,,,person,Ettore,Tolomei,"Tolomei, Ettore, senatore, letterato, giornalista, (Rovereto 1865 - Roma 1952)",SIUSA,,,1865 ago 16,1952 mag 25,luogo di nascita,Rovereto (Trento),luogo di nascita,Rovereto (Trento),"Giornalista, senatore del Regno d’Italia, letterato, irredentista, nazionalista",,,,maschile,ca-522593,Politica e sindacati,"S. BENVENUTI - C.H. HARTUNGEN, Ettore Tolomei (1865-1952). Un nazionalista di confine. Die Grenzen des Nationalismus (n. mon.:«Archivio trentino», 1998, 1)"
Democrazia cristiana - DC. Comitato regionale del Trentino-Alto Adige,,,corporateBody,,,"Democrazia cristiana - DC. Comitato regionale del Trentino-Alto Adige, Trento, 1946 - 1994",SIUSA,1946,1994,,,Sede,Trento,Sede,Trento,,privato,"partito politico, organizzazione sindacale",,,ca-522633,Politica e sindacati,"G. AGOSTINI, Eravamo la DC. Memorie della classe dirigente democristiana in Trentino, Trento, Il Margine, 2013"
Democrazia cristiana - DC. Comitato regionale del Trentino-Alto Adige,,,corporateBody,,,"Democrazia cristiana - DC. Comitato regionale del Trentino-Alto Adige, Trento, 1946 - 1994",SIUSA,1946,1994,,,Sede,Trento,Sede,Trento,,privato,"partito politico, organizzazione sindacale",,,ca-522633,Politica e sindacati,"G. AGOSTINI, Eravamo la DC. Memorie della classe dirigente democristiana in Trentino, Trento, Il Margine, 2013"
"Democrazia cristiana - DC. Comitato regionale del Trentino-Alto Adige, Trento, 1946 - 1994",,,corporateBody,,,"Democrazia cristiana - DC. Comitato regionale del Trentino-Alto Adige, Trento, 1946 - 1994",SIUSA,1946,1994,,,Sede,Trento,Sede,Trento,,privato,"partito politico, organizzazione sindacale",,,ca-522633,Politica e sindacati,"G. AGOSTINI, Eravamo la DC. Memorie della classe dirigente democristiana in Trentino, Trento, Il Margine, 2013"
Democrazia cristiana - DC. Comitato provinciale di Trento,,,corporateBody,,,"Democrazia cristiana - DC. Comitato provinciale di Trento, Trento, 1945 - 1994",SIUSA,1945,1994,,,Sede,Trento,Sede,Trento,,privato,"partito politico, organizzazione sindacale",,,ca-522634,Politica e sindacati,"G. AGOSTINI, Eravamo la DC. Memorie della classe dirigente democristiana in Trentino, Trento, Il Margine, 2013"
Democrazia cristiana - DC. Comitato provinciale di Trento,,,corporateBody,,,"Democrazia cristiana - DC. Comitato provinciale di Trento, Trento, 1945 - 1994",SIUSA,1945,1994,,,Sede,Trento,Sede,Trento,,privato,"partito politico, organizzazione sindacale",,,ca-522634,Politica e sindacati,"G. AGOSTINI, Eravamo la DC. Memorie della classe dirigente democristiana in Trentino, Trento, Il Margine, 2013"
"Democrazia cristiana - DC. Comitato provinciale di Trento, Trento, 1945 - 1994",,,corporateBody,,,"Democrazia cristiana - DC. Comitato provinciale di Trento, Trento, 1945 - 1994",SIUSA,1945,1994,,,Sede,Trento,Sede,Trento,,privato,"partito politico, organizzazione sindacale",,,ca-522634,Politica e sindacati,"G. AGOSTINI, Eravamo la DC. Memorie della classe dirigente democristiana in Trentino, Trento, Il Margine, 2013"
Curazia di San Giacomo di Comano Terme,,,corporateBody,,,"Curazia di San Giacomo di Comano Terme, Comano Terme (Trento), 1788 - [1997]",SIUSA,1788,1997,,,Sede,Comano Terme (Trento),Sede,Comano Terme (Trento),,enti di culto,ente e associazione della chiesa cattolica,,,ca-522656,Chiesa cattolica,
Curazia di San Giacomo di Comano Terme,,,corporateBody,,,"Curazia di San Giacomo di Comano Terme, Comano Terme (Trento), 1788 - [1997]",SIUSA,1788,1997,,,Sede,Comano Terme (Trento),Sede,Comano Terme (Trento),,enti di culto,ente e associazione della chiesa cattolica,,,ca-522656,Chiesa cattolica,
"Curazia di San Giacomo di Comano Terme, Comano Terme (Trento), 1788 - [1997]",,,corporateBody,,,"Curazia di San Giacomo di Comano Terme, Comano Terme (Trento), 1788 - [1997]",SIUSA,1788,1997,,,Sede,Comano Terme (Trento),Sede,Comano Terme (Trento),,enti di culto,ente e associazione della chiesa cattolica,,,ca-522656,Chiesa cattolica,
Ciccolini,Cicolini Giovanni,,person,Giovanni,Ciccolini,"Ciccolini, Giovanni, insegnante, archivista, politico, (Terzolas 1876 - Terzolas 1949)",SIUSA,,,1876 nov 06,1949 feb 06,luogo di nascita,Terzolas (Trento),luogo di nascita,Terzolas (Trento),"Insegnante, archivista, politico",,,,maschile,ca-522672,Politica e sindacati,"U. FANTELLI, Due biglietti inediti di Alcide De Gasperi a Giovanni Ciccolini, in «La Val», 2009, pp. 69-80, 69-80"
Ciccolini,Cicolini Giovanni,,person,Giovanni,Ciccolini,"Ciccolini, Giovanni, insegnante, archivista, politico, (Terzolas 1876 - Terzolas 1949)",SIUSA,,,1876 nov 06,1949 feb 06,luogo di nascita,Terzolas (Trento),luogo di nascita,Terzolas (Trento),"Insegnante, archivista, politico",,,,maschile,ca-522672,Politica e sindacati,"U. FANTELLI, Due biglietti inediti di Alcide De Gasperi a Giovanni Ciccolini, in «La Val», 2009, pp. 69-80, 69-80"
Giovanni,Cicolini Giovanni,,person,Giovanni,Ciccolini,"Ciccolini, Giovanni, insegnante, archivista, politico, (Terzolas 1876 - Terzolas 1949)",SIUSA,,,1876 nov 06,1949 feb 06,luogo di nascita,Terzolas (Trento),luogo di nascita,Terzolas (Trento),"Insegnante, archivista, politico",,,,maschile,ca-522672,Politica e sindacati,"U. FANTELLI, Due biglietti inediti di Alcide De Gasperi a Giovanni Ciccolini, in «La Val», 2009, pp. 69-80, 69-80"
